instrument,datetime,score,label
SH600000,2020-06-17,0.15095402,0.0095124245
SH600004,2020-06-17,0.15125628,-0.024167657
SH600009,2020-06-17,0.13208297,0.0055555105
SH600010,2020-06-17,0.010385226,-0.060542822
SH600011,2020-06-17,0.08239479,-0.0071174502
SH600015,2020-06-17,0.035332862,0.0064958334
SH600016,2020-06-17,0.17156143,0.0053663254
SH600018,2020-06-17,0.071159616,-0.0033898354
SH600019,2020-06-17,0.1519887,-0.039420784
SH600023,2020-06-17,0.4158873,-0.0017452836
SH600025,2020-06-17,0.33199582,0.038860083
SH600027,2020-06-17,-0.016495425,-0.011725366
SH600028,2020-06-17,0.11115858,-0.009984732
SH600029,2020-06-17,-0.08188476,0.0
SH600030,2020-06-17,0.06332949,0.050742984
SH600031,2020-06-17,-0.06233524,-0.037397385
SH600036,2020-06-17,0.20195079,0.00030064583
SH600038,2020-06-17,0.07699619,-0.004927337
SH600048,2020-06-17,-0.09456782,0.008896947
SH600050,2020-06-17,0.009375203,0.0051879883
SH600061,2020-06-17,0.1388982,0.07392776
SH600066,2020-06-17,0.06733607,0.031588078
SH600068,2020-06-17,-0.044148017,-0.010027111
SH600085,2020-06-17,0.0036785714,0.011754036
SH600089,2020-06-17,-0.1528881,-0.00576514
SH600100,2020-06-17,-0.03477477,0.0026818514
SH600104,2020-06-17,0.0029189028,0.019621015
SH600109,2020-06-17,-0.14798178,0.06861806
SH600111,2020-06-17,-0.1262588,-0.007363677
SH600115,2020-06-17,-0.12497224,-0.010186791
SH600118,2020-06-17,-0.043742854,-0.043446183
SH600153,2020-06-17,-0.07182075,-0.028409898
SH600170,2020-06-17,-0.0968463,0.0
SH600176,2020-06-17,-0.1124866,0.0
SH600177,2020-06-17,0.16815424,-0.009901464
SH600183,2020-06-17,-0.2316841,0.011849284
SH600188,2020-06-17,0.123875484,-0.016485453
SH600196,2020-06-17,0.05843536,-0.029998302
SH600208,2020-06-17,-0.07144293,-0.003411293
SH600219,2020-06-17,0.16198404,-0.014393449
SH600221,2020-06-17,-0.19967411,-0.04339248
SH600233,2020-06-17,0.084830925,-0.12084669
SH600271,2020-06-17,-0.000618536,-0.01365459
SH600276,2020-06-17,0.14343677,0.040873528
SH600297,2020-06-17,0.049468856,0.009332657
SH600299,2020-06-17,-0.2694376,-0.008237183
SH600309,2020-06-17,0.10157339,0.029217124
SH600332,2020-06-17,0.17938899,-0.010176599
SH600340,2020-06-17,0.04322621,0.030540824
SH600346,2020-06-17,-0.006027151,0.011743784
SH600352,2020-06-17,-0.12299676,-0.013985097
SH600362,2020-06-17,-0.074039266,-0.0023507476
SH600369,2020-06-17,-0.02019282,0.033834696
SH600372,2020-06-17,0.16012748,-0.00075149536
SH600383,2020-06-17,-0.047893245,0.0128291845
SH600390,2020-06-17,0.013152342,0.01724565
SH600398,2020-06-17,0.19916163,0.0
SH600406,2020-06-17,-0.1442907,0.020175338
SH600436,2020-06-17,0.20070037,0.07747984
SH600438,2020-06-17,-0.029559541,0.15672517
SH600482,2020-06-17,-0.16400103,-0.017132938
SH600487,2020-06-17,-0.046696622,-0.014246106
SH600489,2020-06-17,-0.3546225,0.03463888
SH600498,2020-06-17,-0.19210126,-0.03888184
SH600516,2020-06-17,-0.15860985,-0.019728899
SH600519,2020-06-17,0.23055525,0.04526937
SH600522,2020-06-17,-0.0946001,-0.023293912
SH600535,2020-06-17,0.13456614,-0.008685708
SH600547,2020-06-17,-0.11429486,0.040190935
SH600566,2020-06-17,-0.044428844,-0.021288812
SH600570,2020-06-17,0.1503319,0.114360094
SH600583,2020-06-17,-0.04288398,-0.010672748
SH600585,2020-06-17,-0.042062495,-0.007873654
SH600588,2020-06-17,-0.09749104,0.11139369
SH600606,2020-06-17,0.23258267,0.008894801
SH600637,2020-06-17,-0.16005428,-0.023141205
SH600655,2020-06-17,-0.05449759,0.029238343
SH600660,2020-06-17,-0.09146768,0.0056802034
SH600663,2020-06-17,0.059011023,-0.006299913
SH600674,2020-06-17,0.16707148,0.0032082796
SH600690,2020-06-17,-0.08065802,0.043073058
SH600703,2020-06-17,-0.3436161,0.030646086
SH600705,2020-06-17,0.09500496,0.025842428
SH600733,2020-06-17,-0.019496132,-0.058949947
SH600741,2020-06-17,-0.088829294,0.009203672
SH600760,2020-06-17,-0.1290163,0.0037897825
SH600795,2020-06-17,0.17478882,-0.010700762
SH600809,2020-06-17,0.24621694,0.04298222
SH600816,2020-06-17,-0.32184348,0.057213187
SH600837,2020-06-17,-0.032915767,0.080610275
SH600848,2020-06-17,-0.07766609,-0.008451879
SH600867,2020-06-17,0.09392087,0.010306001
SH600886,2020-06-17,0.25402734,0.0063695908
SH600887,2020-06-17,0.11097531,0.05403638
SH600893,2020-06-17,-0.072855845,0.016573787
SH600900,2020-06-17,0.24005167,0.049473047
SH600919,2020-06-17,0.10028191,0.009216666
SH600926,2020-06-17,0.29598626,0.0031546354
SH600928,2020-06-17,0.08957018,0.010889292
SH600958,2020-06-17,-0.035496462,0.047619104
SH600968,2020-06-17,-0.0008442439,-0.012552321
SH600977,2020-06-17,-0.09064387,0.022472024
SH600989,2020-06-17,-0.14694569,-0.021715522
SH600998,2020-06-17,0.10367423,-0.009605169
SH600999,2020-06-17,0.09637998,0.18857348
SH601006,2020-06-17,0.15184022,-0.00317204
SH601009,2020-06-17,0.1521342,0.008101225
SH601012,2020-06-17,-0.1164854,0.14284825
SH601018,2020-06-17,0.07258879,0.021686792
SH601021,2020-06-17,0.09175722,-0.01623857
SH601066,2020-06-17,0.031301346,0.12615478
SH601088,2020-06-17,0.1541026,-0.018750072
SH601108,2020-06-17,-0.1476715,0.03835094
SH601111,2020-06-17,-0.011815745,0.0
SH601117,2020-06-17,-0.079475924,-0.011164248
SH601138,2020-06-17,0.04431651,0.0776099
SH601155,2020-06-17,-0.051831935,-0.015601277
SH601162,2020-06-17,-0.16696835,0.015804648
SH601166,2020-06-17,0.077581316,0.005849719
SH601169,2020-06-17,0.13107698,0.0041941404
